,날짜,관리구분,품목,품종,등급,현재고,현재중량
424,22.01.03,고구마,일반고구마,하루까,미선별 특,16546,362884.0
425,22.01.10,고구마,일반고구마,하루까,미선별 특,16546,362884.0
426,22.01.17,고구마,일반고구마,하루까,미선별 특,16546,362884.0
427,22.01.24,고구마,일반고구마,하루까,미선별 특,16546,362884.0
428,22.02.07,고구마,일반고구마,하루까,미선별 특,16546,362884.0
429,22.02.14,고구마,일반고구마,하루까,미선별 특,16402,359714.0
430,22.02.21,고구마,일반고구마,하루까,미선별 특,14955,327972.0
431,22.02.28,고구마,일반고구마,하루까,미선별 특,13357,293382.0
432,22.03.07,고구마,일반고구마,하루까,미선별 특,12349,270847.0
433,22.03.14,고구마,일반고구마,하루까,미선별 특,10903,239157.0
434,22.03.21,고구마,일반고구마,하루까,미선별 특,10255,225047.0
435,22.03.28,고구마,일반고구마,하루까,미선별 특,7450,163710.0
436,22.04.04,고구마,일반고구마,하루까,미선별 특,7414,162920.0
437,22.04.11,고구마,일반고구마,하루까,미선별 특,7165,157466.0
438,22.04.18,고구마,일반고구마,하루까,미선별 특,5941,130392.0
439,22.04.25,고구마,일반고구마,하루까,미선별 특,5395,118262.0
440,22.05.02,고구마,일반고구마,하루까,미선별 특,5395,118262.0
441,22.05.09,고구마,일반고구마,하루까,미선별 특,5395,118262.0
442,22.05.16,고구마,일반고구마,하루까,미선별 특,5395,118262.0
443,22.05.23,고구마,일반고구마,하루까,미선별 특,4813,105706.0
444,22.05.30,고구마,일반고구마,하루까,미선별 특,4267,94057.0
445,22.06.06,고구마,일반고구마,하루까,미선별 특,3619,80063.0
446,22.06.13,고구마,일반고구마,하루까,미선별 특,3115,68832.0
447,22.06.20,고구마,일반고구마,하루까,미선별 특,3097,68427.0
448,22.06.27,고구마,일반고구마,하루까,미선별 특,2101,46165.0
449,22.09.26,고구마,일반고구마,하루까,미선별 특,2792,59662.0
450,22.10.03,고구마,일반고구마,하루까,미선별 특,2792,59662.0
451,22.10.10,고구마,일반고구마,하루까,미선별 특,4690,101219.0
452,22.10.17,고구마,일반고구마,하루까,미선별 특,8341,176551.0
453,22.10.24,고구마,일반고구마,하루까,미선별 특,8908,188765.0
454,22.10.31,고구마,일반고구마,하루까,미선별 특,8908,188765.0
455,22.11.07,고구마,일반고구마,하루까,미선별 특,9407,198045.0
456,22.11.14,고구마,일반고구마,하루까,미선별 특,9407,198045.0
457,22.11.21,고구마,일반고구마,하루까,미선별 특,9407,198045.0
458,22.11.28,고구마,일반고구마,하루까,미선별 특,9407,198045.0
459,22.12.05,고구마,일반고구마,하루까,미선별 특,9407,198045.0
460,22.12.12,고구마,일반고구마,하루까,미선별 특,9407,198045.0
461,22.12.19,고구마,일반고구마,하루까,미선별 특,9299,195679.0
462,22.12.26,고구마,일반고구마,하루까,미선별 특,8332,175349.0
463,23.01.02,고구마,일반고구마,하루까,미선별 특,8260,173827.0
464,23.01.09,고구마,일반고구마,하루까,미선별 특,7571,158946.0
465,23.01.16,고구마,일반고구마,하루까,미선별 특,7103,148832.0
466,23.01.23,고구마,일반고구마,하루까,미선별 특,7103,148832.0
467,23.01.30,고구마,일반고구마,하루까,미선별 특,6674,139549.0
468,23.02.06,고구마,일반고구마,하루까,미선별 특,6170,129201.0
469,23.02.13,고구마,일반고구마,하루까,미선별 특,5171,107827.0
470,23.02.20,고구마,일반고구마,하루까,미선별 특,4559,95193.0
471,23.02.27,고구마,일반고구마,하루까,미선별 특,970,20385.0
472,23.03.06,고구마,일반고구마,하루까,미선별 특,478,9701.0
473,23.09.11,고구마,일반고구마,하루까,미선별 특,1454,31228.0
474,23.09.18,고구마,일반고구마,하루까,미선별 특,648,13872.0
475,23.09.25,고구마,일반고구마,하루까,미선별 특,36,772.0
476,22.01.03,고구마,일반고구마,하루까,비1,936,19039.0
477,22.01.10,고구마,일반고구마,하루까,비1,900,18335.0
478,22.01.17,고구마,일반고구마,하루까,비1,756,15458.0
479,22.01.24,고구마,일반고구마,하루까,비1,756,15458.0
480,22.02.07,고구마,일반고구마,하루까,비1,756,15458.0
481,22.02.14,고구마,일반고구마,하루까,비1,216,4391.0
482,22.02.21,고구마,일반고구마,하루까,비1,180,3643.0
483,22.09.19,고구마,일반고구마,하루까,비1,900,18492.0
484,22.09.26,고구마,일반고구마,하루까,비1,1980,40745.0
485,22.10.03,고구마,일반고구마,하루까,비1,3096,63654.0
486,22.10.10,고구마,일반고구마,하루까,비1,3996,81957.0
487,22.10.17,고구마,일반고구마,하루까,비1,4896,100374.0
488,22.10.24,고구마,일반고구마,하루까,비1,5292,108498.0
489,22.10.31,고구마,일반고구마,하루까,비1,5292,108498.0
490,22.11.07,고구마,일반고구마,하루까,비1,5292,108498.0
491,22.11.14,고구마,일반고구마,하루까,비1,5292,108498.0
492,22.11.21,고구마,일반고구마,하루까,비1,5292,108498.0
493,22.11.28,고구마,일반고구마,하루까,비1,4932,101180.0
494,22.12.05,고구마,일반고구마,하루까,비1,4572,93816.0
495,22.12.12,고구마,일반고구마,하루까,비1,4572,93816.0
496,22.12.19,고구마,일반고구마,하루까,비1,4212,86450.0
497,22.12.26,고구마,일반고구마,하루까,비1,3708,76220.0
498,23.01.02,고구마,일반고구마,하루까,비1,3708,76220.0
499,23.01.09,고구마,일반고구마,하루까,비1,3240,66653.0
500,23.01.16,고구마,일반고구마,하루까,비1,3168,65149.0
501,23.01.23,고구마,일반고구마,하루까,비1,2736,56406.0
502,23.01.30,고구마,일반고구마,하루까,비1,1836,37836.0
503,23.02.06,고구마,일반고구마,하루까,비1,1836,37836.0
504,23.02.13,고구마,일반고구마,하루까,비1,684,14138.0
505,23.02.20,고구마,일반고구마,하루까,비1,684,14138.0
506,23.02.27,고구마,일반고구마,하루까,비1,684,14138.0
507,23.03.06,고구마,일반고구마,하루까,비1,684,14138.0
508,23.10.09,고구마,일반고구마,하루까,비1,396,8094.0
509,23.10.16,고구마,일반고구마,하루까,비1,972,20086.0
510,23.10.23,고구마,일반고구마,하루까,비1,2196,45830.0
511,23.10.30,고구마,일반고구마,하루까,비1,2520,52383.0
512,23.11.06,고구마,일반고구마,하루까,비1,3058,63535.0
513,23.11.13,고구마,일반고구마,하루까,비1,3058,63535.0
514,23.11.20,고구마,일반고구마,하루까,비1,2734,56727.0
515,23.11.27,고구마,일반고구마,하루까,비1,2590,53694.0
516,23.12.04,고구마,일반고구마,하루까,비1,2338,48465.0
517,23.12.11,고구마,일반고구마,하루까,비1,2266,46986.0
518,23.12.18,고구마,일반고구마,하루까,비1,898,18639.0
519,23.12.25,고구마,일반고구마,하루까,비1,756,15767.0
520,22.01.03,고구마,일반고구마,하루까,비2,2068,39940.0
521,22.01.10,고구마,일반고구마,하루까,비2,1672,32310.0
522,22.01.17,고구마,일반고구마,하루까,비2,1332,25738.0
523,22.01.24,고구마,일반고구마,하루까,비2,900,17349.0
524,22.02.07,고구마,일반고구마,하루까,비2,144,2894.0
525,22.09.19,고구마,일반고구마,하루까,비2,972,19216.0
526,22.09.26,고구마,일반고구마,하루까,비2,2088,41108.0
527,22.10.03,고구마,일반고구마,하루까,비2,3528,69654.0
528,22.10.10,고구마,일반고구마,하루까,비2,5220,102605.0
529,22.10.17,고구마,일반고구마,하루까,비2,6840,134038.0
530,22.10.24,고구마,일반고구마,하루까,비2,7020,137640.0
531,22.10.31,고구마,일반고구마,하루까,비2,6336,124265.0
532,22.11.07,고구마,일반고구마,하루까,비2,6048,118581.0
533,22.11.14,고구마,일반고구마,하루까,비2,5400,105678.0
534,22.11.21,고구마,일반고구마,하루까,비2,5292,103575.0
535,22.11.28,고구마,일반고구마,하루까,비2,3780,73808.0
536,22.12.05,고구마,일반고구마,하루까,비2,3564,69657.0
537,22.12.12,고구마,일반고구마,하루까,비2,2124,41405.0
538,22.12.19,고구마,일반고구마,하루까,비2,1440,28080.0
539,22.12.26,고구마,일반고구마,하루까,비2,972,18953.0
540,23.01.02,고구마,일반고구마,하루까,비2,360,6980.0
541,23.10.09,고구마,일반고구마,하루까,비2,432,8460.0
542,23.10.16,고구마,일반고구마,하루까,비2,1872,37303.0
543,23.10.23,고구마,일반고구마,하루까,비2,5436,110528.0
544,23.10.30,고구마,일반고구마,하루까,비2,6480,131858.0
545,23.11.06,고구마,일반고구마,하루까,비2,7740,157547.0
546,23.11.13,고구마,일반고구마,하루까,비2,6120,124023.0
547,23.11.20,고구마,일반고구마,하루까,비2,4320,87568.0
548,23.11.27,고구마,일반고구마,하루까,비2,2160,43411.0
549,23.12.04,고구마,일반고구마,하루까,비2,792,16063.0
550,23.12.11,고구마,일반고구마,하루까,비2,432,8739.0
551,23.12.18,고구마,일반고구마,하루까,비2,216,4355.0
552,23.12.25,고구마,일반고구마,하루까,비2,36,721.0
553,24.01.01,고구마,일반고구마,하루까,비2,36,721.0
554,24.01.08,고구마,일반고구마,하루까,비2,36,721.0
555,24.01.15,고구마,일반고구마,하루까,비2,36,721.0
556,24.01.22,고구마,일반고구마,하루까,비2,36,721.0
557,24.01.29,고구마,일반고구마,하루까,비2,36,721.0
558,22.01.03,고구마,일반고구마,하루까,상,14472,312500.0
559,22.01.10,고구마,일반고구마,하루까,상,14148,305391.0
560,22.01.17,고구마,일반고구마,하루까,상,13068,282524.0
561,22.01.24,고구마,일반고구마,하루까,상,12492,270042.0
562,22.02.07,고구마,일반고구마,하루까,상,11232,242599.0
563,22.02.14,고구마,일반고구마,하루까,상,10800,233316.0
564,22.02.21,고구마,일반고구마,하루까,상,10620,229556.0
565,22.02.28,고구마,일반고구마,하루까,상,9936,215432.0
566,22.03.07,고구마,일반고구마,하루까,상,8532,184873.0
567,22.03.14,고구마,일반고구마,하루까,상,7488,162101.0
568,22.03.21,고구마,일반고구마,하루까,상,7056,152715.0
569,22.03.28,고구마,일반고구마,하루까,상,5724,123430.0
570,22.04.04,고구마,일반고구마,하루까,상,5580,120227.0
571,22.04.11,고구마,일반고구마,하루까,상,5364,115507.0
572,22.04.18,고구마,일반고구마,하루까,상,5328,114730.0
573,22.04.25,고구마,일반고구마,하루까,상,5148,110762.0
574,22.05.02,고구마,일반고구마,하루까,상,5076,109163.0
575,22.05.09,고구마,일반고구마,하루까,상,4896,105173.0
576,22.05.16,고구마,일반고구마,하루까,상,4572,98087.0
577,22.05.23,고구마,일반고구마,하루까,상,4464,95704.0
578,22.05.30,고구마,일반고구마,하루까,상,4392,94109.0
579,22.06.06,고구마,일반고구마,하루까,상,4032,86204.0
580,22.06.13,고구마,일반고구마,하루까,상,3924,83814.0
581,22.06.20,고구마,일반고구마,하루까,상,3276,69787.0
582,22.06.27,고구마,일반고구마,하루까,상,3240,69008.0
583,22.07.04,고구마,일반고구마,하루까,상,2520,53315.0
584,22.07.11,고구마,일반고구마,하루까,상,1692,35326.0
585,22.07.18,고구마,일반고구마,하루까,상,1404,29066.0
586,22.07.25,고구마,일반고구마,하루까,상,936,19216.0
587,22.09.19,고구마,일반고구마,하루까,상,2988,64523.0
588,22.09.26,고구마,일반고구마,하루까,상,7003,150004.0
589,22.10.03,고구마,일반고구마,하루까,상,11431,243633.0
590,22.10.10,고구마,일반고구마,하루까,상,18379,389340.0
591,22.10.17,고구마,일반고구마,하루까,상,23347,492615.0
592,22.10.24,고구마,일반고구마,하루까,상,24571,518391.0
593,22.10.31,고구마,일반고구마,하루까,상,24355,513944.0
594,22.11.07,고구마,일반고구마,하루까,상,24211,510907.0
595,22.11.14,고구마,일반고구마,하루까,상,23887,504122.0
596,22.11.21,고구마,일반고구마,하루까,상,23779,501823.0
597,22.11.28,고구마,일반고구마,하루까,상,22735,479301.0
598,22.12.05,고구마,일반고구마,하루까,상,22195,468045.0
599,22.12.12,고구마,일반고구마,하루까,상,21835,460518.0
600,22.12.19,고구마,일반고구마,하루까,상,21331,450118.0
601,22.12.26,고구마,일반고구마,하루까,상,20035,422848.0
602,23.01.02,고구마,일반고구마,하루까,상,19891,419921.0
603,23.01.09,고구마,일반고구마,하루까,상,18847,398096.0
604,23.01.16,고구마,일반고구마,하루까,상,17767,375746.0
605,23.01.23,고구마,일반고구마,하루까,상,17191,363721.0
606,23.01.30,고구마,일반고구마,하루까,상,16795,355620.0
607,23.02.06,고구마,일반고구마,하루까,상,16219,343554.0
608,23.02.13,고구마,일반고구마,하루까,상,15535,329252.0
609,23.02.20,고구마,일반고구마,하루까,상,15175,321604.0
610,23.02.27,고구마,일반고구마,하루까,상,14887,315495.0
611,23.03.06,고구마,일반고구마,하루까,상,14815,313985.0
612,23.03.13,고구마,일반고구마,하루까,상,14023,297318.0
613,23.03.20,고구마,일반고구마,하루까,상,13159,279124.0
614,23.03.27,고구마,일반고구마,하루까,상,9343,199364.0
615,23.04.03,고구마,일반고구마,하루까,상,7992,170984.0
616,23.04.10,고구마,일반고구마,하루까,상,6372,137239.0
617,23.04.17,고구마,일반고구마,하루까,상,5400,116143.0
618,23.04.24,고구마,일반고구마,하루까,상,3816,82273.0
619,23.05.01,고구마,일반고구마,하루까,상,3132,67549.0
620,23.05.08,고구마,일반고구마,하루까,상,2484,53505.0
621,23.05.15,고구마,일반고구마,하루까,상,1476,31718.0
622,23.05.22,고구마,일반고구마,하루까,상,828,17693.0
623,23.09.04,고구마,일반고구마,하루까,상,540,10921.0
624,23.09.11,고구마,일반고구마,하루까,상,216,4362.0
625,23.10.02,고구마,일반고구마,하루까,상,138,2766.0
626,23.10.09,고구마,일반고구마,하루까,상,2808,59402.0
627,23.10.16,고구마,일반고구마,하루까,상,9455,200560.0
628,23.10.23,고구마,일반고구마,하루까,상,16597,352126.0
629,23.10.30,고구마,일반고구마,하루까,상,21509,456308.0
630,23.11.06,고구마,일반고구마,하루까,상,22933,485694.0
631,23.11.13,고구마,일반고구마,하루까,상,22465,475813.0
632,23.11.20,고구마,일반고구마,하루까,상,21961,465186.0
633,23.11.27,고구마,일반고구마,하루까,상,21853,462885.0
634,23.12.04,고구마,일반고구마,하루까,상,21637,458288.0
635,23.12.11,고구마,일반고구마,하루까,상,20629,436681.0
636,23.12.18,고구마,일반고구마,하루까,상,19621,415642.0
637,23.12.25,고구마,일반고구마,하루까,상,18865,399759.0
638,24.01.01,고구마,일반고구마,하루까,상,18037,382200.0
639,24.01.08,고구마,일반고구마,하루까,상,17317,366915.0
640,24.01.15,고구마,일반고구마,하루까,상,16885,357843.0
641,24.01.22,고구마,일반고구마,하루까,상,15942,337925.0
642,24.01.29,고구마,일반고구마,하루까,상,15150,321290.0
643,24.02.05,고구마,일반고구마,하루까,상,3168,66772.0
644,24.02.12,고구마,일반고구마,하루까,상,5148,108282.0
645,24.02.19,고구마,일반고구마,하루까,상,4536,95486.0
646,24.02.26,고구마,일반고구마,하루까,상,2124,45002.0
647,24.03.04,고구마,일반고구마,하루까,상,4572,96394.0
648,24.03.11,고구마,일반고구마,하루까,상,3636,76635.0
649,24.03.18,고구마,일반고구마,하루까,상,3240,68253.0
650,24.03.25,고구마,일반고구마,하루까,상,7077,151081.0
651,24.04.01,고구마,일반고구마,하루까,상,5961,127332.0
652,24.04.08,고구마,일반고구마,하루까,상,5205,111542.0
653,24.04.15,고구마,일반고구마,하루까,상,4413,95055.0
654,24.04.22,고구마,일반고구마,하루까,상,3369,72606.0
655,22.01.03,고구마,일반고구마,하루까,왕대,1608,33041.0
656,22.01.10,고구마,일반고구마,하루까,왕대,1032,21153.0
657,22.01.17,고구마,일반고구마,하루까,왕대,248,5104.0
